000, 199, Y400199, 6.49, 0
200, 249, Y420249, 6.99, 0
250, 299, Y450299, 7.49, 0
300, 349, Y430349, 7.99, 0
350, 399, Y435399, 8.49, 0
400, 499, Y440499, 8.99, 0
500, 599, Y450559, 9.49, 0
600, 699, Y460699, 9.99, 0
700, 799, Y470799, 11.49, 0
800, 899, Y480899, 14.49, 0
900, 999, Y490999, 21.99, 0
